Character ID,Character Name,Species,Episode Count,Avg Rating (Weighted),Total IMDB Votes,Series,Popularity Score
4688,Osyraa,Orion,4,6.49,4107,DIS,5.403
778,Brin,Bajoran,2,7.09,2021,"DS9, VOY",5.4
4308,Mitchell,Human,2,7.09,2022,"VOY, ENT",5.4
2509,Ina,Human,4,6.49,4102,DIS,5.399
441,Aurellio,Human,2,6.5,4033,DIS,5.399
6059,Teemo,Human,2,6.5,4033,DIS,5.399
4793,Pav,Unknown,2,6.5,4047,DIS,5.398
2155,Gray Tal,Unknown,10,6.07,7291,DIS,5.397
6758,Yun,Otrin's species,1,7.1,2000,VOY,5.397
4775,Patterson,Human,1,7.1,2000,VOY,5.397
4373,Mortimer Harren,Human,1,7.1,2000,VOY,5.397
2351,Hendricks,Human,1,7.1,2000,VOY,5.397
6663,William Telfer,Human,1,7.1,2000,VOY,5.397
3945,Mannus,Human,1,7.1,2000,VOY,5.397
6475,Verin,Otrin's species,1,7.1,2000,VOY,5.397
4689,Otrin,Otrin's species,1,7.1,2000,VOY,5.397
1526,Ducane,Human,1,7.1,2000,VOY,5.397
807,Bu'kaH,Klingon,1,7.1,2000,ENT,5.397
2556,Issa,Kelpien,2,6.5,4036,DIS,5.396
5819,Su'Kal,Kelpien,3,6.49,4076,DIS,5.396
5779,Steve Levy,Human,2,7.82,991,LD,5.392
4844,Petra Aberdeen,Human,3,7.81,994,LD,5.392
5631,Shira,Unknown,1,6.5,4000,DIS,5.391
6409,V'Kir,Vulcan,1,6.5,4000,DIS,5.391
5237,Riva,Ramatisian,1,6.5,4000,TNG,5.391
4411,N'Raj,Romulan,1,6.5,4000,DIS,5.391
1493,Doug Bronowski,Human,5,7.02,2115,VOY,5.378
825,Burton,Human,7,6.66,3215,TNG,5.376
6490,Victoria Nuzé,Human,1,7.8,972,LD,5.367
466,B'Nir,Ornaran,1,7.8,972,LD,5.367
1454,Doctor Chaotica,Human,3,7.01,2047,VOY,5.346
5511,Satan's Robot,Unknown,3,7.01,2047,VOY,5.346
5405,S. Money,Human,10,6.95,2167,ENT,5.337
3717,Lonzak,Human,2,7.0,2024,VOY,5.332
767,Brian Sofin,Human,3,6.41,4042,VOY,5.327
5628,Shilat,Kantare,1,7.0,2000,ENT,5.321
5361,Rulat,Kazon,1,7.0,2000,VOY,5.321
6042,Tavin,Vulcan,1,7.0,2000,ENT,5.321
3463,Kuulan,Kantare,1,7.0,2000,ENT,5.321
283,Andrews,Human,1,7.0,2000,VOY,5.321
1753,Ezral,Kantare,1,7.0,2000,ENT,5.321
3656,Liana,Kantare,1,7.0,2000,ENT,5.321
3080,K'orin,Klingon,1,7.0,2000,LD,5.321
4974,Quimp,Ferengi,1,7.0,2000,LD,5.321
6230,Tolaris,Vulcan,1,7.0,2000,ENT,5.321
1167,D'Marr,Unknown,1,7.0,2000,ENT,5.321
3402,Kov,Vulcan,1,7.0,2000,ENT,5.321
4125,Maya,Kantare,1,7.0,2000,ENT,5.321
4118,Maxwell Burke,Human,2,6.41,4023,VOY,5.32
5355,Rudolph Ransom,Human,2,6.41,4023,VOY,5.32
4019,Marla Gilmore,Human,2,6.41,4023,VOY,5.32
298,Angelo Tassoni,Human,2,6.41,4023,VOY,5.32
4566,Noah Lessing,Human,2,6.41,4023,VOY,5.32
4006,Mark Jameson,Human,1,6.4,4000,TNG,5.308
316,Anne Jameson,Human,1,6.4,4000,TNG,5.308
3162,Karnas,Mordanite,1,6.4,4000,TNG,5.308
1699,Eric Burton,Human,3,6.59,3063,TNG,5.292
3891,Maddy Calloway,Human,1,6.6,3000,TNG,5.284
6534,Voval,Iyaaran,1,6.6,3000,TNG,5.284
3722,Loquel,Iyaaran,1,6.6,3000,TNG,5.284
4018,Marla E. Finn,Human,1,6.6,3000,TNG,5.284
1103,Corell,Human,1,6.6,3000,TNG,5.284
6576,Walter Pierce,Human,1,6.6,3000,TNG,5.284
3706,Lois R. Eckridge,Human,1,6.6,3000,TNG,5.284
261,Anaanda Ziff,Human,1,6.6,3000,TNG,5.284
803,Bruno Salvatore,Human,1,6.6,3000,TNG,5.284
6648,William Hodges,Human,1,6.6,3000,TNG,5.284
4459,Nara,Unknown,1,6.6,3000,TNG,5.284
1262,Daniel Kwan,Napean,1,6.6,3000,TNG,5.284
310,Anna,Unknown,1,6.6,3000,TNG,5.284
832,Byleth,Iyaaran,1,6.6,3000,TNG,5.284
2359,Henry,Human,3,6.92,2059,"DS9, ENT, TNG",5.278
1870,Franklin,Human,2,6.92,2034,"TNG, ENT",5.271
4468,Nash,Human,1,6.9,2000,ENT,5.245
616,Bethany,Skagaran,1,6.9,2000,ENT,5.245
6753,Yral,Skagaran,1,6.9,2000,ENT,5.245
1633,Eliot Ness,Human,1,6.9,2000,VOY,5.245
5427,Saavdra,Nakan,1,6.9,2000,VOY,5.245
5990,Taliyah,Skagaran,1,6.9,2000,ENT,5.245
1509,Draysik,Skagaran,1,6.9,2000,ENT,5.245
3884,MacReady,Human,1,6.9,2000,ENT,5.245
555,Bathar,Unknown,1,6.9,2000,VOY,5.245
595,Bennings,Human,1,6.9,2000,ENT,5.245
4794,Pavel Chekov,Human,35,6.1,5338,TOS,5.232
5913,T'Veen,Vulcan,8,8.59,421,PIC,5.195
538,Barniss Frex,Denobulan,2,7.8,779,PRO,5.192
3881,MacDonald,Human,1,8.5,448,PRO,5.191
410,Asif,Human,2,7.5,1016,LD,5.19
3146,Karavitus,Human,2,7.5,1016,LD,5.19
6525,Vorik,Vulcan,8,6.75,2158,VOY,5.186
4288,Minooki,Unknown,1,7.5,1000,LD,5.182
4386,Moxy,Moxy's species,1,7.5,1000,LD,5.182
4184,Meredith,Human,1,7.5,1000,LD,5.182
6303,Toz,Edosian,1,7.5,1000,LD,5.182
5993,Talli,Mari,1,6.8,2000,VOY,5.169
6080,Tembit,Mari,1,6.8,2000,VOY,5.169
2226,Guill,Mari,1,6.8,2000,VOY,5.169
4561,Nimira,Mari,1,6.8,2000,VOY,5.169
1858,Frane,Mari,1,6.8,2000,VOY,5.169
6103,Terril,Mari,1,6.8,2000,VOY,5.169
3930,Malin,Mari,1,6.8,2000,VOY,5.169
341,Anya,Allasomorph,2,6.21,4014,"LD, TNG",5.152
6025,Tark,Argelian,1,6.2,4000,TOS,5.142
387,Aron,Human,1,6.2,4000,TNG,5.142
2763,Jaris,Argelian,1,6.2,4000,TOS,5.142
4367,Morla,Argelian,1,6.2,4000,TOS,5.142
5446,Salia,Allasomorph,1,6.2,4000,TNG,5.142
2353,Hengist,Rigel IV native,1,6.2,4000,TOS,5.142
5123,Redjac,Unknown,1,6.2,4000,TOS,5.142
2064,Gibson,Human,1,6.2,4000,TNG,5.142
2355,Hennesey,Human,1,6.2,4000,TNG,5.142
5866,Sybo,Argelian,1,6.2,4000,TOS,5.142
3620,Leonardo da Vinci,Human,3,6.74,2046,"VOY, LD",5.141
3170,Kaseth,Romulan,2,7.75,737,PRO,5.121
3716,Longo,Human,4,6.13,4164,TNG,5.109
4450,Nandi,Ferengi,2,7.55,863,PRO,5.108
6122,Thadiun Okona,Coalition of Madena species,3,7.67,779,"PRO, TNG",5.108
6013,Tanis,Kelis' species,2,6.7,2021,VOY,5.102
3666,Lillias,Nezu,1,6.7,2000,VOY,5.093
5681,Sklar,Nezu,1,6.7,2000,VOY,5.093
6036,Tau,Tau's species,1,6.7,2000,VOY,5.093
6773,Zabel,Human,1,6.7,2000,ENT,5.093
2281,Hanjuan,Nezu,1,6.7,2000,VOY,5.093
6463,Vatm,Nezu,1,6.7,2000,VOY,5.093
3227,Kelis,Kelis' species,1,6.7,2000,VOY,5.093
3962,Marayna,Unknown,1,6.7,2000,VOY,5.093
3580,Layna,Kelis' species,1,6.7,2000,VOY,5.093
2834,Jero,Kelis' species,1,6.7,2000,VOY,5.093
2128,Goth,Etanian,1,6.7,2000,VOY,5.093
2608,J. Kelly,Human,1,6.7,2000,ENT,5.093
153,Alandra La Forge,Human,5,8.98,286,PIC,5.08
1348,Daystrom Android M-5-10,Unknown,5,8.98,286,PIC,5.08
614,Bertram,Human,3,6.65,2058,DS9,5.077
4653,One One,Bynar,1,6.1,4000,TNG,5.06
4289,Minuet,Human,1,6.1,4000,TNG,5.06
4978,Quinteros,Human,1,6.1,4000,TNG,5.06
6801,Zero Zero,Bynar,1,6.1,4000,TNG,5.06
6800,Zero One,Bynar,1,6.1,4000,TNG,5.06
4654,One Zero,Bynar,1,6.1,4000,TNG,5.06
6499,Vinci,Human,18,7.55,808,TOS,5.056
1153,Cutler,Human,3,6.62,2047,ENT,5.047
3004,Joran Dax,Trill,3,6.61,2046,DS9,5.037
3559,Latia,Teplan,2,6.61,2023,"DS9, ENT",5.031
4633,Ohk,Trill,5,8.85,292,PIC,5.026
2332,Hector Ilario,Human,1,6.6,2000,DS9,5.017
3921,Maklii,Tessic's species,1,6.6,2000,ENT,5.017
6447,Vanderweg,Unknown,1,6.6,2000,DS9,5.017
2183,Greta Vanderweg,Human,1,6.6,2000,DS9,5.017
1037,Chu'lak,Vulcan,1,6.6,2000,DS9,5.017
4955,Q'ell,Tessic's species,1,6.6,2000,ENT,5.017
3280,Keyla,Tandaran,1,6.6,2000,ENT,5.017
1554,E'Lis,Tessic's species,1,6.6,2000,ENT,5.017
6812,Zim Brott,Bolian,1,6.6,2000,DS9,5.017
1372,Dee'Ahn,Dee'Ahn's species,1,6.6,2000,ENT,5.017
5175,Rhylo,Unknown,1,6.6,2000,ENT,5.017
5092,Ravis,Unknown,1,6.6,2000,ENT,5.017
6115,Tessic,Tessic's species,1,6.6,2000,ENT,5.017
1065,Cleveland Booker,Kwejian,12,5.71,6277,DIS,4.989
6607,Weyoun 5,Vorta,15,8.33,397,DS9,4.985
6347,Trij,Klingon,1,8.3,400,PRO,4.975
6485,Vic Fontaine,Human,8,6.45,2178,DS9,4.956
826,Burzaan,Eska,1,6.5,2000,ENT,4.941
1245,Damrus,Eska,1,6.5,2000,ENT,4.941
5632,Shiraht,Eska,1,6.5,2000,ENT,4.941
2219,Grjördslat,Unknown,1,8.0,467,PRO,4.919
6351,Trodo,Unknown,1,8.0,467,PRO,4.919
6426,Vadic,Unknown,6,8.58,304,PIC,4.909
5253,Robert April,Human,3,7.15,929,"SNW, TAS",4.887
1640,Elizabeth Shelby,Human,3,9.27,191,"TNG, PIC",4.873
2102,Goff,Retellian,1,6.4,2000,ENT,4.865
4891,Plinn,Retellian,1,6.4,2000,ENT,4.865
3116,Kaitaama,Kriosian,1,6.4,2000,ENT,4.865
5700,Soji Asha,Unknown,10,7.7,547,PIC,4.858
1625,Eli Foster,Changeling,5,8.6,280,PIC,4.847
5460,Samantha Wildman,Human,8,6.25,2157,VOY,4.801
4506,Neral,Romulan,15,7.93,423,"DS9, TNG",4.799
78,Abaddon,Abaddon's species,1,6.3,2000,VOY,4.789
1904,Fuchida,Fuchida's species,1,6.3,2000,DS9,4.789
2743,Janel Tigan,Trill,1,6.3,2000,DS9,4.789
6717,Yanas Tigan,Trill,1,6.3,2000,DS9,4.789
1755,Ezri Tigan,Trill,1,6.3,2000,DS9,4.789
6121,Thadial Bokar,Farian,1,6.3,2000,DS9,4.789
4585,Norvo Tigan,Trill,1,6.3,2000,DS9,4.789
1027,Christopher,Human,8,5.91,3202,"DIS, TNG",4.771
5870,Sylvia,Human,2,5.74,4053,TOS,4.767
1431,Diatta Ndoye,Human,6,5.92,3135,DIS,4.766
3720,Lopez,Human,17,7.42,613,TNG,4.764
3521,Laira Rillak,Unknown,9,5.89,3227,DIS,4.761
3375,Kor,Klingon,5,6.91,975,"DS9, TOS, TAS",4.76
5367,Ruon Tarka,Risian,8,5.9,3170,DIS,4.758
3476,Kzinti Telepath,Kzinti,1,7.0,888,TAS,4.753
3475,Kzinti Flyer,Kzinti,1,7.0,888,TAS,4.753
1040,Chuft-Captain,Kzinti,1,7.0,888,TAS,4.753
2407,Hirai,Human,4,5.9,3069,DIS,4.74
5965,Taahz Gorev,Tellarite,3,5.89,3075,DIS,4.733
650,Billy Clanton,Human,1,5.7,4000,TOS,4.728
6244,Tom McLowery,Human,1,5.7,4000,TOS,4.728
2495,Ike Clanton,Human,1,5.7,4000,TOS,4.728
4359,Morgan Earp,Human,1,5.7,4000,TOS,4.728
6642,William Claiborne,Human,1,5.7,4000,TOS,4.728
6698,Wyatt Earp,Human,1,5.7,4000,TOS,4.728
6511,Virgil Earp,Human,1,5.7,4000,TOS,4.728
1866,Frank McLowery,Human,1,5.7,4000,TOS,4.728
2304,Harral,Orion,2,5.89,3034,DIS,4.725
1315,David Garrovick,Human,2,7.77,422,"PRO, TOS",4.701
1512,Dred 2,Unknown,1,7.7,444,PRO,4.696
4388,Mr. Murfy No Shoes,Unknown,1,7.9,377,PRO,4.689
684,Bob Wesley,Human,2,6.75,1039,"TAS, TOS",4.688
4460,Narek,Romulan,8,7.67,450,PIC,4.687
4438,Nakamura,Human,3,8.83,199,TNG,4.681
3159,Karl Four,Arret native,1,7.0,798,TAS,4.678
3161,Karla Five,Arret native,1,7.0,798,TAS,4.678
5492,Sarah April,Human,1,7.0,798,TAS,4.678
5843,Susan Nicoletti,Human,27,7.28,614,VOY,4.672
1859,Frank,Human,3,6.12,2040,VOY,4.662
3123,Kali,Klingon,1,6.9,857,TAS,4.661
1421,Devna,Orion,1,6.9,857,TAS,4.661
6705,Xerius,Romulan,1,6.9,857,TAS,4.661
3201,Kaz,Klingon,1,6.9,857,TAS,4.661
3452,Kuri,Klingon,1,6.9,857,TAS,4.661
3905,Magen,Unknown,1,6.9,857,TAS,4.661
319,Anne Nored,Human,1,6.8,944,TAS,4.659
918,Carter Winston,Human,1,6.8,944,TAS,4.659
1830,Fitzgerald,Human,2,6.11,2033,"VOY, TOS",4.652
2443,Hoy,Human,6,8.17,295,TNG,4.65
703,Boons,Enderprizian,1,7.8,385,PRO,4.646
2731,James'T,Enderprizian,1,7.8,385,PRO,4.646
2459,Huur'A,Enderprizian,1,7.8,385,PRO,4.646
5718,Sool'U,Enderprizian,1,7.8,385,PRO,4.646
3909,Maggie O'Halloran,Human,2,6.1,2023,VOY,4.645
5537,Seamus,Human,2,6.1,2023,VOY,4.645
2134,Grace Declan,Human,2,6.1,2023,VOY,4.645
3650,Liam,Human,2,6.1,2023,VOY,4.645
4232,Michael Sullivan,Human,2,6.1,2023,VOY,4.645
4277,Milo,Human,1,6.1,2000,VOY,4.637
1269,Danny,Human,1,6.1,2000,VOY,4.637
1594,Edith Mulchaey,Human,1,6.1,2000,VOY,4.637
5124,Reel,Human,13,7.43,481,TNG,4.587
4063,Mary Kim,Human,2,6.01,2019,VOY,4.574
2348,Hemmer,Aenar,6,7.72,370,SNW,4.566
5226,Rinna,Taresian,1,6.0,2000,VOY,4.561
157,Alben,Nasari,1,6.0,2000,VOY,4.561
3927,Malia,Taresian,1,6.0,2000,VOY,4.561
3800,Lyris,Taresian,1,6.0,2000,VOY,4.561
6048,Taymon,Unknown,1,6.0,2000,VOY,4.561
1627,Eliann,Taresian,1,6.0,2000,VOY,4.561
3361,Kol-Tai,Dramen,1,6.8,792,TAS,4.54
1395,Demos,Dramen,1,6.8,792,TAS,4.54
1275,Dara,Theela's species,2,6.53,1037,"TNG, TAS",4.534
1456,Dolak,Cardassian,11,7.9,310,"DS9, TNG",4.532
775,Briel,Unknown,1,6.7,846,TAS,4.517
1836,Fletcher,Human,5,8.23,236,"TNG, ENT, LD",4.501
1966,Galloway,Human,6,7.97,281,TOS,4.498
4463,Narissa,Romulan,7,7.6,370,PIC,4.496
2448,Hugh,Unknown,6,8.0,274,"TNG, PIC",4.495
1340,Davison,Unknown,1,6.5,1000,TAS,4.491
6142,Theela,Theela's species,1,6.5,1000,TAS,4.491
920,Carver,Human,1,6.5,1000,TAS,4.491
5080,Randi Bryce,Human,1,6.7,811,TAS,4.489
6243,Tom Markel,Human,1,6.7,811,TAS,4.489
2699,Jago,Unknown,1,7.6,359,PRO,4.473
4892,Plix Tixiplik,Reegrunion,11,7.78,309,"DS9, TNG",4.462
2658,J.P. Hanson,Human,2,9.25,122,TNG,4.452
6274,Tora Ziyal,Bajoran,9,8.18,224,DS9,4.428
1024,Christina,Human,4,8.15,224,SNW,4.412
4675,Orta,Bajoran,10,7.8,284,"DS9, TNG",4.406
1110,Cortez,Unknown,1,5.5,3000,DIS,4.404
6022,Tareckx,Unknown,1,5.5,3000,DIS,4.404
1559,E. Hamboyan,Human,17,7.56,329,ENT,4.386
5743,Spot,Unknown,9,7.55,326,"TNG, PIC",4.369
4631,Oh,Romulan,6,7.59,313,PIC,4.367
4609,O'Shea,Human,1,6.5,805,TAS,4.35
4116,Maximillion,Unknown,1,7.4,352,PRO,4.341
113,Adreek-Hu,Aurelian,1,7.4,352,PRO,4.341
727,Boxy,Unknown,1,7.4,352,PRO,4.341
2695,Jae Hwang,Human,2,8.9,130,PIC,4.34
5693,Sneed,Ferengi,3,8.53,159,PIC,4.33
61,A. Tamras,Human,14,7.69,271,ENT,4.313
3607,Lemus,Aquan,1,6.4,826,TAS,4.299
4504,Nephro,Aquan,1,6.4,826,TAS,4.299
993,Cheeron,Aquan,1,6.4,826,TAS,4.299
5222,Rila,Aquan,1,6.4,826,TAS,4.299
1460,Domar,Aquan,1,6.4,826,TAS,4.299
1060,Clayton,Human,1,6.4,826,TAS,4.299
868,Cadmar,Aquan,1,6.4,826,TAS,4.299
3135,Kamran Gant,Human,5,7.53,293,DIS,4.279
279,Andrew Powell,Human,2,8.73,132,TNG,4.269
3723,Lora,Unknown,1,6.3,871,TAS,4.266
3445,Kukulkan,Kukulkan's species,1,6.4,779,TAS,4.262
6565,Walking Bear,Human,1,6.4,779,TAS,4.262
195,Alice,Human,2,6.25,911,"TAS, TOS",4.26
6615,White Rabbit,Unknown,2,6.25,911,"TAS, TOS",4.26
4743,Parker,Human,2,8.84,123,"SNW, TNG",4.259
3132,Kamie,Kataan native,1,9.4,91,TNG,4.25
4186,Meribor,Kataan native,1,9.4,91,TNG,4.25
552,Batai,Kataan native,1,9.4,91,TNG,4.25
1631,Eline,Kataan native,1,9.4,91,TNG,4.25
800,Bruce Maddox,Human,4,7.88,216,"PIC, TNG",4.242
182,Alexander Rozhenko,Human,11,7.21,350,"TNG, DS9",4.224
2727,James Moriarty,Human,3,8.51,142,"TNG, PIC",4.223
1235,Dahj Asha,Unknown,4,7.71,237,PIC,4.221
2269,Haj,Unknown,7,7.29,320,DIS,4.208
5890,T'Kuvma,Klingon,4,7.58,257,DIS,4.208
6299,Towles,Human,4,8.35,153,TNG,4.205
1539,"Duras, son of Ja'rod",Klingon,3,8.22,165,"PIC, TNG",4.205
4967,Queen of Hearts,Human,1,6.2,865,TAS,4.194
783,Britch Weeton,Human,4,7.52,258,DIS,4.179
6353,Troy Januzzi,Human,4,7.52,258,DIS,4.179
2842,Jessel,Human,1,9.1,97,TNG,4.172
4495,Nell Chilton,Human,1,9.1,97,TNG,4.172
1957,Gaines,Human,1,9.1,97,TNG,4.172
4788,Paul Rice,Human,2,8.45,138,TNG,4.168
120,Agmar,Phylosian,1,6.1,918,TAS,4.162
5762,Stavos Keniclius 5,Human,1,6.1,918,TAS,4.162
5741,Spock Two,Unknown,1,6.1,918,TAS,4.162
5026,R. Ryan,Human,14,7.39,278,"ENT, DIS",4.161
6051,Tchar,Skorr,1,6.2,819,TAS,4.16
5725,Sord,Unknown,1,6.2,819,TAS,4.16
3539,Lara,Human,1,6.2,819,TAS,4.16
1660,Em/3/Green,Em/3/Green's species,1,6.2,819,TAS,4.16
6496,Vina,Human,4,7.66,220,"DIS, TOS",4.133
5549,Sela,Unknown,4,8.21,150,TNG,4.12
4335,Mom AI,Unknown,3,7.86,186,PIC,4.11
2932,John Farrell,Human,3,7.88,183,TOS,4.109
5908,T'Pring,Vulcan,4,7.56,225,"TOS, SNW",4.098
6806,Zhaban,Romulan,3,7.7,201,PIC,4.085
369,Ari bn Bem,Pandronian,1,6.1,808,TAS,4.084
334,Anton Chekov,Human,1,9.4,76,PIC,4.083
229,Alynna Nechayev,Human,6,7.74,188,"TNG, DS9",4.06
6213,Titus Rikka,Unknown,2,8.7,105,PIC,4.058
2291,Hansen,Human,4,7.72,190,"TOS, TNG",4.057
3454,Kurn,Klingon,4,8.17,142,"TNG, DS9",4.056
5022,R. Richards,Human,10,7.76,185,ENT,4.053
1666,Emil,Unknown,4,7.56,210,PIC,4.047
1677,Enabran Tain,Cardassian,4,8.58,109,DS9,4.033
3766,Lucien,Megan,1,5.9,928,TAS,4.032
413,Asmodeus,Megan,1,5.9,928,TAS,4.032
5649,Silik,Suliban,7,7.77,176,ENT,4.023
4980,R. Azar,Human,11,7.53,202,ENT,4.003
3784,Lurak T'Luco,Romulan,2,8.55,107,PIC,4.002
6568,Walsh,Human,13,7.17,262,"DIS, ENT",3.998
6137,The Keeper,Talosian,3,7.76,171,"DIS, TOS",3.993
6674,Wilson,Human,3,7.9,155,TOS,3.991
1254,Danby Connor,Human,3,7.46,210,DIS,3.99
4143,McKnight,Human,4,7.93,152,TNG,3.987
221,Altan Soong,Human,3,7.97,147,PIC,3.983
2324,Hayes,Human,5,8.04,141,"VOY, TNG",3.983
4591,Number One,Unknown,2,8.12,133,PIC,3.979
2225,Guardian of Forever,Unknown,4,7.83,158,"DIS, TOS, TAS",3.967
1593,Edith Keeler,Human,1,9.2,73,TOS,3.96
582,Benbassat,Unknown,1,9.3,69,PIC,3.951
6101,Terral,Vulcan,4,7.34,217,DIS,3.95
5221,Riggs,Human,2,8.55,98,PIC,3.927
6793,Zefram Cochrane,Human,5,7.71,159,"ENT, LD, TOS",3.914
2416,Hogan,Human,7,7.65,164,VOY,3.906
872,Caler,Xahean,2,7.81,145,PIC,3.892
3859,M. Romero,Human,6,8.18,115,ENT,3.89
3946,Manu Noonien-Singh,Human,2,8.3,107,SNW,3.888
4225,Michael Parsons,Human,10,7.06,244,VOY,3.887
4853,Phil Boyce,Human,3,7.52,175,TOS,3.886
1979,Garison,Human,3,7.52,175,TOS,3.886
3031,José Tyler,Human,3,7.52,175,TOS,3.886
4884,Pitcairn,Human,3,7.52,175,TOS,3.886
6384,Ujilli,Klingon,4,7.19,221,DIS,3.882
5045,Rachel Garrett,Human,1,9.2,67,TNG,3.882
1884,Fredericks,Human,1,9.2,67,TNG,3.882
5189,Richard Castillo,Human,1,9.2,67,TNG,3.882
4862,Phillipa Louvois,Human,1,9.1,69,TNG,3.866
5862,Swenson,Human,3,7.93,127,TOS,3.848
1101,Corak,Cardassian,2,8.61,85,TNG,3.835
5979,Tajor,Cardassian,2,8.61,85,TNG,3.835
3900,Madred,Cardassian,2,8.61,85,TNG,3.835
3605,Lemec,Cardassian,2,8.61,85,TNG,3.835
6277,"Toral, son of Duras",Klingon,3,8.27,102,"TNG, DS9",3.834
1671,Emmet,Unknown,3,7.63,150,PIC,3.826
3792,Lwaxana Troi,Betazoid,9,6.71,291,"TNG, DS9",3.808
5502,Sariel Rager,Human,4,7.58,151,TNG,3.807
489,B. Moreno,Human,7,7.71,138,ENT,3.805
1400,Dennas,Klingon,3,7.33,177,DIS,3.799
1829,Fisher,Human,2,7.68,137,TOS,3.786
916,Cartaino,Human,1,9.2,59,TNG,3.767
5717,Sonya Gomez,Human,3,8.03,106,"LD, TNG",3.75
1741,Evek,Cardassian,6,7.21,180,"VOY, TNG, DS9",3.75
5071,Ramdha,Romulan,3,7.42,155,PIC,3.747
4761,Patient 8923/3,Nameless,3,7.33,163,PIC,3.74
5290,Robin Lefler,Human,2,8.17,96,TNG,3.738
1632,Eling,Unknown,2,8.1,100,DIS,3.738
385,Arne Darvin,Klingon,2,8.42,83,"TOS, DS9",3.73
5600,Sharr,Human,5,7.81,117,VOY,3.726
760,Brett Anderson,Human,2,7.34,158,DIS,3.722
2259,Haden,Human,2,8.31,87,TNG,3.719
529,Bareil Antos,Bajoran,8,7.04,194,DS9,3.71
1713,Erin Hansen,Unknown,4,8.12,95,VOY,3.708
3913,Magnus Hansen,Unknown,4,8.12,95,VOY,3.708
3238,Kelowitz,Human,2,8.1,96,TOS,3.706
6023,Tarent,Romulan,2,8.02,99,PIC,3.694
4107,Maurice Picard,Human,4,7.12,177,"PIC, TNG",3.688
4124,May Ahearn,JahSepp,4,7.1,179,DIS,3.685
5359,Rukiya,Human,3,7.1,178,SNW,3.684
4662,Or'Eq,Klingon,2,7.48,137,DIS,3.684
2656,J.M. Colt,Human,2,7.6,126,TOS,3.682
6202,Timothy,Human,2,8.04,96,"TOS, TNG",3.68
2114,Gorch,Tellarite,3,7.47,137,DIS,3.68
5639,Shukar,Andorian,3,7.47,137,DIS,3.68
5676,Sito Jaxa,Bajoran,2,8.3,83,TNG,3.677
606,Berkley,Human,2,7.8,110,TOS,3.673
4378,Mot,Bolian,3,7.77,111,TNG,3.668
3890,Maddox,Unknown,2,7.95,99,DIS,3.663
365,Areel Shaw,Human,1,8.8,63,TOS,3.66
4255,Mike,Human,1,8.8,63,TOS,3.66
588,Benjamin Finney,Human,1,8.8,63,TOS,3.66
2709,Jame Finney,Human,1,8.8,63,TOS,3.66
6072,Teller,Human,1,8.8,63,TOS,3.66
5468,Samuel T. Cogley,Human,1,8.8,63,TOS,3.66
1107,Corrigan,Human,1,8.8,63,TOS,3.66
6536,Vreenak,Romulan,1,9.4,48,DS9,3.658
2154,Grathon Tolar,Unknown,1,9.4,48,DS9,3.658
3077,K'mpec,Klingon,2,8.25,83,TNG,3.655
345,Apollo,Human,1,9.0,57,TOS,3.654
911,Carolyn Palamas,Human,1,9.0,57,TOS,3.654
3068,K'Tal,Klingon,2,8.4,76,TNG,3.649
4383,Movar,Romulan,2,8.4,76,TNG,3.649
2318,Harvey,Unknown,2,7.95,96,PIC,3.638
5668,Siranna,Kelpien,2,7.98,94,DIS,3.635
6514,Viterian,Kobheerian,2,8.58,68,DS9,3.633
1353,DePaul,Human,2,7.95,95,TOS,3.628
5903,T'Pel,Vulcan,4,7.73,108,"VOY, TNG",3.625
5207,Richter,Human,1,8.2,82,PIC,3.623
2514,Index,Human,1,8.2,82,PIC,3.623
3769,Lucsly,Human,1,9.4,46,DS9,3.619
1533,Dulmur,Human,1,9.4,46,DS9,3.619
6579,Watley,Human,1,9.4,46,DS9,3.619
1482,Dorado,Human,8,7.23,148,VOY,3.617
1624,Eli,Human,3,7.48,125,"TOS, DIS",3.616
6444,Van Mayter,Human,4,7.27,143,TNG,3.615
4486,Neela,Bajoran,2,8.49,69,DS9,3.608
4738,Pardek,Romulan,2,8.25,78,TNG,3.605
3073,K'Vada,Klingon,2,8.25,78,TNG,3.605
4758,Patar,Vulcan,2,8.06,86,DIS,3.598
4822,Perrin,Human,2,8.15,81,TNG,3.591
597,Benny Russell,Human,2,8.55,65,DS9,3.581
3061,K'Ehleyr,Klingon,3,7.59,111,TNG,3.58
5455,Sam,Human,2,7.78,97,TOS,3.566
4358,Morgan Bateson,Human,1,8.9,53,TNG,3.55
3427,Krinn,Vulcan,1,8.9,53,PIC,3.55
3894,Madeline,Human,3,7.33,126,TNG,3.55
3523,Lal,Unknown,2,7.93,86,"TOS, TNG",3.542
1300,Dathon,The Children of Tama,1,8.7,57,TNG,3.533
1046,Clancy,Human,2,7.83,90,TNG,3.53
3332,Kirsten Clancy,Human,2,7.47,109,PIC,3.511
4219,Michael Jonas,Human,6,7.13,136,VOY,3.508
2257,Hadad,Human,1,8.1,75,SNW,3.508
3278,Key,Human,1,8.1,75,SNW,3.508
4343,Montgomery,Human,1,8.7,55,TOS,3.502
5638,Shras,Andorian,1,8.7,55,TOS,3.502
3019,Josephs,Human,1,8.7,55,TOS,3.502
2005,Gav,Tellarite,1,8.7,55,TOS,3.502
6144,Thelev,Unknown,1,8.7,55,TOS,3.502
